domain,base_url,logo_url,status,error,html_length
crif.pl,https://www.crif.pl/,https://www.crif.pl/assets/images/favicon.ico,success,,80133.0
mazda-autohaus-sturne-grimma.de,https://www.mazda-autohaus-sturne-grimma.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,65721.0
panpuri.fr,https://panpuri.fr/,https://panpuri.fr/wp-content/themes/panpuri/assets/img/favicon/favicon.ico,success,,269121.0
despec.eu,https://www.despec.eu/homepage,https://www.despec.eu/images/despec-logo-white-systeam.svg,success,,131713.0
savethechildren.mx,https://savethechildren.mx/,https://savethechildren.mx/wp-content/uploads/2024/07/cropped-icono-32x32.png,success,,89887.0
chicco.pl,,,fail,,
mazda-autohaus-fenzl-hauzenberg.de,https://www.mazda-autohaus-fenzl-hauzenberg.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,57686.0
algordanza.com.au,https://www.algordanza.com.au/,https://www.algordanza.com.au/wp-content/uploads/2019/09/cropped-favicon-32x32.png,success,,414252.0
honda-pirola.com,https://www.honda-pirola.com/,https://www.honda-pirola.com/images/favicons/favicon.ico,success,,813818.0
rotaryclubofessex.com,https://rotaryclubofessex.com/?doing_wp_cron=1743446976.5659589767456054687500,https://rotaryclubofessex.com/wp-content/uploads/2015/12/cropped-Rotary_icon-32x32.png,success,,41976.0
carglass.rs,https://carglass.rs/,https://carglass.rs/fav/apple-touch-icon.png,success,,47526.0
nutricia.nl,https://www.nutricia.nl/,https://www.nutricia.nl/content/dam/sn/local/bnl/sn-hcp/website-assets/nutricia_favicon.ico,success,,111930.0
toofacedcosmetics.jp,https://www.toofacedcosmetics.jp/,https://www.toofacedcosmetics.jp/media/export/cms/site_down/favicon.ico,success,,31245.0
linexaus.com.au,https://www.linexaus.com.au/,https://www.linexaus.com.au/wp-content/uploads/2020/05/cropped-Favicon-32x32.png,success,,197654.0
seasonsrehab.in,https://seasonsrehab.in/,https://seasonsrehab.in/wp-content/uploads/2024/12/cropped-Favicon-Seasons-Rehab-2-32x32.png,success,,180273.0
berlitz-dublin.ie,https://berlitz-dublin.ie/,https://berlitz-dublin.ie/wp-content/uploads/2024/10/gen.jpg,success,,178651.0
julis-nuernberg.de,https://www.julis-nuernberg.de/,https://julis-mfr.de/wp-content/themes/julis-mfr-website-changes/favicons/apple-icon-57x57.png,success,,110599.0
linak.com.br,,,fail,,
wurth.fi,https://www.wurth.fi/,https://www.wurth.fi/media/system/layout_wl2bootstrap/bootstrap_system_images/touchicons/touchicon_wuerth_res_wl2_touch_16.png,success,,153785.0
daikincareers.com,https://daikincareers.com/,https://static.talentnetwork.vn/talentnetwork/source/favicon_daikin.ico?t=1,success,,48223.0
pkf.co.in,https://www.pkf.co.in/,https://www.pkf.co.in/wp-content/uploads/2024/10/favicon-colour.png,success,,377233.0
worldvision.bo,https://www.worldvision.bo/,https://www.worldvision.bo/hubfs/Wolrd%20Vision%20Logo.jpg,success,,103878.0
affidea.pt,https://affidea.pt/,https://affidea.pt/wp-content/themes/affidea/assets/img/favicon.png,success,,648321.0
daikintexastechnologypark.com,https://www.daikintexastechnologypark.com/,https://daikintexastechnologypark.com/files/2019-09/favicon.png,success,,11704.0
daikin-china.com.cn,https://www.daikin-china.com.cn/,https://www.daikin-china.com.cn/logo.png,success,,266556.0
rubiomonocoat.com.au,https://rubiomonocoat.com.au/,https://rubiomonocoat.com.au/wp-content/uploads/2020/05/rubio-monocoat-favicon_de0ddd67-d029-4480-ba30-29b767a7c012_180x180.png,success,,153229.0
mitsubishi-motors.com.om,https://www.mitsubishi-motors.com.om/en?rd=true,https://www.mitsubishi-motors.com.om/content/dam/mitsubishi-motors/images/logos/nav-logo-light.svg,success,,630509.0
mazda-autohaus-tabbouch-speyer.de,https://www.mazda-autohaus-tabbouch-speyer.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,61571.0
kumonla.com,https://www.kumonla.com/,https://www.kumonla.com/favicon.ico,success,,10754.0
infiniti-bahrain.com,https://www.infiniti-bahrain.com/,https://libs-europe.infiniti-cdn.net/etc/designs/infiniti_next_v4/25.03.30.NISSAN-22/common-assets/img/favicon/favicon.png,success,,457859.0
ford.vn.ua,https://ford.vn.ua/,https://ford.vn.ua/build/website/img/ford_logo.e264b95b.svg,success,,224166.0
linde-gas.nl,https://www.linde-gas.nl/shop/nl/nl-ig/home,https://shop.pangas.ch/wcsstore/NL_RES_Industrial_Gas_Store/Assets/apple-touch-icon.png,success,,528829.0
aamcofeastervillepa.com,https://www.aamcofeastervillepa.com/,https://www.aamcofeastervillepa.com/images/IconAAMCOnew.ico,success,,46062.0
engie.de,https://www.engie.de/,https://www.engie.de/apple-touch-icon-57x57.png?v=engielogo,success,,51115.0
scte-prod.herokuapp.com,https://scte-prod.herokuapp.com/accounts/login/,https://scte-prod.herokuapp.com/static/favicon/apple-touch-icon.827c7896ab86.png,success,,46174.0
spie.lu,https://spie.lu/en,https://spie.lu/img/logo-spie.png,success,,28530.0
mazda-autohaus-haese-erkrath-hochdahl.de,https://www.mazda-autohaus-haese-erkrath-hochdahl.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,74304.0
intersport-arc1950.com,https://www.intersport-arc1950.com/,https://www.intersport-arc1950.com/favicons/apple-touch-icon-57x57.png,success,,31646.0
savethechildren.it,https://www.savethechildren.it/,https://www.savethechildren.it/themes/custom/stc/favicon/favicon.ico,success,,47605.0
misterwhat.nl,https://www.misterwhat.nl/,https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.com/apple-touch-icon.png,success,,20108.0
saint-gobain.ru,,,fail,,
ikea.es,https://www.ikea.es/,https://www.ikea.es/images/favicon.ico,success,,26106.0
daikin.com.vn,https://www.daikin.com.vn/,https://www.daikin.com.vn/favicon.ico,success,,4184.0
nobleprog.co.th,https://www.nobleprog.co.th/,https://www.nobleprog.co.th/favicon.png,success,,75732.0
aamcowintervillenc.com,https://www.aamcowintervillenc.com/,https://www.aamcowintervillenc.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,success,,123534.0
spitexaadorf.ch,https://www.spitexaadorf.ch/,https://www.spitexaadorf.ch/media/images/favicons/favicon.ico,success,,40150.0
veolia.in,https://www.veolia.in/,https://www.veolia.in/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,167472.0
wurth.ua,https://wurth.ua/,https://wurth.ua/themes/demo/assets/images/favicon.png,success,,120061.0
metlife.co.kr,https://www.metlife.co.kr/,https://www.metlife.co.kr/static/images/favicon.ico,success,,159778.0
einhell.hr,https://www.einhell.hr/,https://www.einhell.hr/_assets/369fecbaddba51f6af024f761a766400/Assets/favicons/favicon.png,success,,104138.0
toyotafocsani.ro,https://www.toyotafocsani.ro/,https://www.toyotafocsani.ro/wp-content/uploads/2021/03/cropped-logo-512x512-1-32x32.png,success,,131464.0
aamco-newbraunfels.com,https://www.aamco-newbraunfels.com/,https://www.aamco-newbraunfels.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,success,,118995.0
bestrucksofmn.net,https://www.bestrucksofmn.net/,https://www.bestrucksofmn.net/favicon.ico,success,,74493.0
berlitzph.com,https://www.berlitzph.com/,https://www.berlitzph.com/wp-content/themes/pol-wp-theme/images/favicon.ico,success,,80742.0
fmc-mexico.com,https://fmc-mexico.com/,https://fmc-mexico.com/wp-content/themes/fmcna-mexico/images/ico/favicon.ico,success,,146576.0
mitsubishielectric.cz,https://www.mitsubishielectric.cz/,https://www.mitsubishielectric.cz/static/img/favicon/apple-touch-icon.png,success,,36508.0
renaultsancosme.com.mx,,,fail,,
mazda-autohaus-kilger-regen.de,https://www.mazda-autohaus-kilger-regen.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,62252.0
toupret.ch,https://www.toupret.ch/,https://www.toupret.ch/favicon.ico,success,,111517.0
mazdalakeland.com,,,fail,,
ikea.com.tr,https://www.ikea.com.tr/,https://www.ikea.com.tr/favicon.ico,success,,143811.0
mazda-rzeszow-czach.pl,https://www.mazda-rzeszow-czach.pl/,https://www.mazda-rzeszow-czach.pl/Themes/templateTheme/images/favicon/apple-touch-icon.png,success,,109441.0
ymca-cnw.org,https://ymca-cnw.org/,https://ymca-cnw.org/wp-content/uploads/2020/06/cropped-download-2-32x32.png,success,,147082.0
veolia.pt,https://www.veolia.pt/,https://www.veolia.pt/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,155816.0
srpb2b.com,https://srpb2b.com/,https://srpb2b.com/admin_assets/images/favicon/favicon-32x32.png,success,,31562.0
aamcosantaclaritaca.com,https://www.aamcosantaclaritaca.com/,https://www.aamcosantaclaritaca.com/images/IconAAMCOnew.ico,success,,42514.0
edenred.es,https://www.edenred.es/,https://www.edenred.es/wp-content/uploads/2023/09/cropped-favicon-1-32x32.png,success,,242366.0
airbnb.rs,https://www.airbnb.rs/,https://a0.muscache.com/airbnb/static/icons/apple-touch-icon-76x76-3b313d93b1b5823293524b9764352ac9.png,success,,767238.0
renaulttlalnepantla.com.mx,,,fail,,
dulux.pl,https://www.dulux.pl/pl,https://www.dulux.pl/content/dam/akzonobel-flourish/dulux/pl/pl/favicon/apple-touch-icon-180x180.png,success,,138118.0
thebodyshop.si,https://thebodyshop.si/,https://thebodyshop.si/image/catalog/design/logomark-green.png,success,,225211.0
immunospot.eu,https://immunospot.eu/,https://immunospot.eu/media/favicon/stores/1/dots-immunos.png,success,,224039.0
kia-moeller-eisenach.de,https://www.kia-moeller-eisenach.de/,https://www.kia-moeller-eisenach.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/rbr-fav.ico,success,,178723.0
greatplacetowork.com.cy,https://www.greatplacetowork.com.cy/,http://www.greatplacetowork.com.cy/wp-content/uploads/2022/12/emprising_platform@2x-300x182.png,success,,180234.0
orange.sn,https://www.orange.sn/,https://orange.sn/sites/default/files/favicon.ico,success,,165039.0
bakertilly.dk,https://www.bakertilly.dk/,https://www.bakertilly.dk/apple-touch-icon.png,success,,131617.0
mazda-autohaus-banaszak-kleve.de,https://www.mazda-autohaus-banaszak-kleve.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,63704.0
bakertilly.ke,https://www.bakertilly.ke/,https://www.bakertilly.ke/wp-content/uploads/2025/02/cropped-android-chrome-512x512-1.png,success,,145651.0
araihelmet.com,http://araihelmet.com/,http://araihelmet.com/assets/img/favicon.ico,success,,6335.0
nestle.mk,https://www.nestle.mk/,https://www.nestle.mk/themes/custom/da_vinci_code/images/favicons/favicon.ico,success,,240322.0
globalconnectgroup.com,https://globalconnectgroup.com/,https://globalconnectgroup.com/app/uploads/sites/9/2024/05/gc-logo-symbol-blue-150x150.png,success,,33656.0
aamcofortworth.com,https://www.aamcofortworth.com/,https://www.aamcofortworth.com/images/IconAAMCOnew.ico,success,,43551.0
aamcosuffolkva.com,https://www.aamcosuffolkva.com/,https://www.aamcosuffolkva.com/images/IconAAMCOnew.ico,success,,41595.0
papasaveriospizzeria.com,http://papasaveriospizzeria.com/,https://assets.grubhub.com/img/grubhub/favicon.ico,success,,2435.0
linde-gas.ee,https://www.linde-gas.ee/shop/et/ee-ig/home,https://static.prd.echannel.linde.com/wcsstore/EE_REN_Industrial_Gas_Store/images/Linde_plc_UTG_logo_1_CMYK_IsoCV2.png,success,,573395.0
mazda-autohaus-elstner-jena.de,https://www.mazda-autohaus-elstner-jena.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,58606.0
servier.com.ar,https://servier.com.ar/,https://servier.com.ar/wp-content/uploads/sites/5/2022/10/cropped-Favicon_Servier-32x32.png,success,,61709.0
sitechnorthwest.com,https://sitechnw.com/,https://sitechnw.com/wp-content/uploads/2021/09/cropped-SITECH-icon-32x32.png,success,,94191.0
rotary-bulgaria.org,https://www.rotary-bulgaria.org/,https://www.rotary-bulgaria.org/favicon.png,success,,97439.0
moog.co.uk,https://www.moog.co.uk/,https://www.moog.co.uk/etc.clientlibs/moog/clientlibs/moog.all-components/resources/images/favicon.ico,success,,57455.0
kia-mueller-genthin.de,https://www.kia-mueller-genthin.de/,https://www.kia-mueller-genthin.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/rbr-fav.ico,success,,153136.0
carglass.gr,https://www.carglass.gr/,https://www.carglass.gr/images/favicon.ico,success,,198486.0
murrelektronik.sk,https://www.murrelektronik.sk/sk/,https://www.murrelektronik.sk/fileadmin/images/apple-touch-icon.png,success,,78393.0
cfmotoperu.com,https://www.cfmoto.com.pe/,https://www.cfmoto.com.pe/assets/images/logos/favicon_cfmoto.ico,success,,18082.0
aamcometuchen.com,https://www.aamcometuchen.com/,https://www.aamcometuchen.com/images/IconAAMCOnew.ico,success,,44129.0
mazda-autohaus-dorner-riedlingen.de,https://www.mazda-autohaus-dorner-riedlingen.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,68247.0
aamcotulsa-brokenarrow.com,https://www.aamcotulsa-brokenarrow.com/,https://www.aamcotulsa-brokenarrow.com/images/IconAAMCOnew.ico,success,,43889.0
mercyships.se,https://mercyships.se/,https://mercyships.se/wp-content/uploads/2021/07/Favicon-Mercy-Ships-100x100.png,success,,588355.0
mazda-service-koch-ludwigsfelde.de,https://www.mazda-service-koch-ludwigsfelde.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,60811.0
kia-plt.ru,https://kia-plt.ru/,https://cdn.kia.ru/site-data/favicon/favicon-16x16.png,success,,359009.0
lamborghini-zh.ch,https://www.lamborghini-zh.ch/,https://www.lamborghini-zh.ch/img/icons/apple-icon-57x57.png,success,,320270.0
secureparking.co.id,https://secureparking.co.id/,https://secureparking.co.id/wp-content/uploads/2023/03/cropped-faviconsecure-32x32.png,success,,231537.0
solatube.se,https://solatube.se/,https://solatube.se/wp-content/themes/theme5150/img/icons/favicon.ico,success,,40481.0
aviapolska.pl,https://www.aviapolska.pl/,https://uploads-ssl.webflow.com/61765b3be70dd0573e671287/61767b3c192a760276819ea8_logo_avia.svg,success,,4287.0
statkraft.ie,https://www.statkraft.ie/,https://www.statkraft.ie/apple-touch-icon.png,success,,95230.0
carglass.cz,https://carglass.cz/,https://carglass.cz/images/favicons/apple-touch-icon.png,success,,187579.0
intersport-martinique-guadeloupe.fr,https://www.intersport-martinique-guadeloupe.fr/,https://uploads.prod01.oregon.platform-os.com/instances/1634/assets/favicon.png?updated=1614093279,success,,37870.0
bakertilly.bg,https://bakertillysee.com/bg/,https://bakertillysee.com/wp-content/uploads/2024/12/logo-1.png,success,,170907.0
allianz-assistance.ie,,,fail,,
isic.de,https://isic.de/de/,https://isic.de/isicde/wp-content/uploads/2023/05/cropped-cropped-fav_icon_isic-300x300-1-32x32.png,success,,449822.0
starbucks.co.nz,https://www.starbucks.co.nz/,https://www.starbucks.co.nz/content/images/favicon.ico,success,,131404.0
benu.ee,https://www.benu.ee/,https://www.benu.ee/application/images/favicons/favicon.ico,success,,1387705.0
sto.hr,https://www.sto.hr/s/,https://static.sto-net.com/favicons/sto/favicon.ico,success,,227704.0
decathlon.ch,,,fail,,
enterprise.dk,,,fail,,
demeter-bw.de,https://www.demeter-bw.de/,https://www.demeter-bw.de/themes/wingsuit/images/favicon.ico,success,,205293.0
carlsjr.com.sg,https://www.carlsjr.com.sg/,https://i0.wp.com/carlsjr.com.sg/wp-content/uploads/2023/11/cropped-icon.png?fit=32%2C32&ssl=1,success,,126204.0
dertour.sk,https://www.dertour.sk/,https://www.dertour.sk/www/dertour.sk/assets/img/favicon.ico,success,,142750.0
mazda-autohaus-ludwig-halle-neustadt.de,https://www.mazda-autohaus-ludwig-halle-neustadt.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,63336.0
toyotaaktoy.com.tr,https://www.toyotaaktoy.com.tr/,https://www.toyotaaktoy.com.tr/Assets/img/apple-touch-icon.png,success,,196704.0
mazda-angola-autozuid.com,https://www.mazda-angola-autozuid.com/,http://www.mazda-angola-autozuid.com/wp-content/uploads/2015/10/Mazda64.png,success,,82947.0
santillana.com.uy,https://www.santillana.com.uy/,https://www.santillana.com.uy/wp-content/uploads/sites/20/2024/10/cropped-cropped-1538077230_original-32x32.webp,success,,188358.0
africell.ao,https://www.africell.ao/,https://www.africell.ao/wp-content/uploads/2023/05/cropped-230502-Africell-Favicon-01-32x32.png,success,,96272.0
crocs.ch,https://www.crocs.ch/,https://www.crocs.ch/cdn/shop/files/favicon_180x180.png?v=1701001893,success,,505977.0
mazda-ma.com,https://www.mazda-ma.com/,https://www.mazda-ma.com/favicon.ico,success,,54228.0
cdlbarreiras.com.br,https://www.cdlbarreiras.com.br/,https://www.cdlbarreiras.com.br/wp-content/uploads/2017/09/favico.jpg,success,,153032.0
bonprix.nl,https://www.bonprix.nl/,https://www.bonprix.nl/resources/images/layouts/default/favicon.ico,success,,345364.0
mcdonalds.co.za,https://www.mcdonalds.co.za/,https://www.mcdonalds.co.za/resources/img/favicon.ico,success,,61599.0
pearsonclinical.co.uk,https://www.pearsonclinical.co.uk/,https://www.pearsonclinical.co.uk/apps/settings/wcm/designs/school/global/clinical/uk-clinical/favicon.ico,success,,145737.0
tupperware.co.kr,https://www.tupperware.co.kr/,https://www.tupperware.co.kr/cdn/shop/files/favicon_green_96x96_2bf051d9-a358-4b8f-bd02-c1ae358b0ba3_96x.png?v=1703581065,success,,552882.0
ford.if.ua,https://ford.if.ua/,https://ford.if.ua/build/website/img/ford_logo.e264b95b.svg,success,,223785.0
ikea.ee,https://www.ikea.ee/et,https://d28of4jgobvr79.cloudfront.net/webroot/img/favicon.ico?v=revamp202502251250,success,,4307380.0
mazda.fi,https://www.mazda.fi/,https://www.mazda.fi/static/icons/favicon.ico,success,,61179.0
toyotagocmenturk.com.tr,https://www.toyotagocmenturk.com.tr/,https://www.toyotagocmenturk.com.tr/Assets/img/apple-touch-icon.png,success,,196932.0
mazda-autohaus-buelo-naumburg.de,https://www.mazda-autohaus-buelo-naumburg.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,61676.0
veolia.pl,https://www.veolia.pl/,https://www.veolia.pl/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,115804.0
culliganquadcities.com,https://www.culliganquadcities.com/,https://www.culliganquadcities.com/images/favicons/favicon.ico,success,,214859.0
nikonschool.de,,,fail,,
baywa-re.vn,https://www.baywa-re.vn/en/,https://www.baywa-re.vn/typo3conf/ext/gg_base/Resources/Public/country/dist/img/favicons/favicon.ico,success,,93314.0
worldvision.org.nz,https://www.worldvision.org.nz/,https://www.worldvision.org.nz/apple-touch-icon.png,success,,81802.0
bioderma-sk.com,https://www.bioderma-sk.com/,https://www.bioderma-sk.com/themes/custom/bioderma_theme/favicon.ico,success,,282185.0
toyotabacau.ro,https://www.toyotabacau.ro/,https://www.toyotabacau.ro/wp-content/uploads/2021/03/cropped-logo-512x512-1-32x32.png,success,,131508.0
toysrus.com.my,https://www.toysrus.com.my/,https://www.toysrus.com.my/on/demandware.static/Sites-ToysRUs_MY-Site/-/default/dwd36f3281/images/favicon/favicon-tru-16.png,success,,230405.0
medef-corse.com,https://medef-corse.com/fr/,https://medef-corse.com/favicon.png,success,,62574.0
mcdonalds.md,https://www.mcdonalds.md/,https://www.mcdonalds.md/image/favicon/apple-touch-icon.png,success,,22566.0
aamcoconwaysc.com,https://www.aamcoconwaysc.com/,https://www.aamcoconwaysc.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,success,,91802.0
murrelektronik.be,https://www.murrelektronik.be/be-nl/,https://www.murrelektronik.be/fileadmin/images/apple-touch-icon.png,success,,81500.0
decathlon.hu,,,fail,,
jungheinrich.com.sg,https://www.jungheinrich.com.sg/,https://media-live2.prod.scw.jungheinrichcloud.com/resource/blob/557570/d12a0d56e753b15f6b494fd35af7befb/startpage-favicon.ico,success,,193666.0
culliganwatertreatment.com,https://www.culliganwatertreatment.com/,https://www.culliganwatertreatment.com/images/favicons/favicon.ico,success,,237803.0
mazda-autohaus-thoss-falkenstein.de,https://www.mazda-autohaus-thoss-falkenstein.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,59606.0
bbraun.ae,https://www.bbraun.ae/en.html,https://www.bbraun.ae/etc.clientlibs/settings/wcm/designs/clientlibs/bbraun/bbraun.static/resources/img/favicon.ico,success,,25298.0
isover.se,https://www.isover.se/,https://www.isover.se/sites/mac3.isover.se/files/Favicon%20isover%20%20new%20%281%29.png,success,,199347.0
synlab.com.gh,https://www.synlab.com.gh/,https://www.synlab.com.gh/media/templates/site/synlab/images/favicon.ico,success,,45505.0
culligantulsa.com,https://www.culligantulsa.com/,https://www.culligantulsa.com/images/favicons/favicon.ico,success,,224408.0
rutscherlebnis.at,https://www.rutscherlebnis.at/,https://www.rutscherlebnis.at/website/static/img/favicon.png,success,,87084.0
grantthornton.com.ve,https://www.grantthornton.com.ve/,https://www.grantthornton.com.ve/dist/images/grantthornton_logo-57x57.png,success,,481398.0
adecco.com.sg,https://www.adecco.com.sg/,https://cdn-01.cms-ap-v2i.applyflow.com/adecco-singapore/wp-content/uploads/2022/11/cropped-favicons-32x32.png,success,,223253.0
modshair-bielefeld.de,https://www.modshair-bielefeld.de/,https://www.modshair-bielefeld.de/files/themes/favicon/apple-touch-icon.png,success,,29689.0
aamcoeverett.com,https://www.aamcoeverett.com/,https://www.aamcoeverett.com/images/IconAAMCOnew.ico,success,,45050.0
reedglobal.hu,https://www.reedglobal.hu/,https://www.reedglobal.hu/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM2tqWFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6b13a83fd0c29d46c6dea02903af08d0db38453c/android-chrome-192x192.png,success,,809866.0
mazdaoforange.com,,,fail,,
reedglobal.pl,https://www.reedglobal.pl/,https://www.reedglobal.pl/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNThqWFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8843018f92d1f52a09df7d2122286df6f892f85d/android-chrome-192x192.png,success,,779438.0
actemium.pt,https://www.actemium.pt/,https://www.actemium.pt/app/themes/actemium/resources/assets/images/favicons/apple-touch-icon.png,success,,961622.0
pearsonclinical.ca,https://www.pearsonclinical.ca/en.html,https://www.pearsonclinical.ca/apps/settings/wcm/designs/school/global/clinical/ca/en/favicon.ico,success,,148758.0
kiamarin.com,,,fail,,
toyota-annecy.fr,,,fail,,
medef-sarthe.fr,https://www.medef-sarthe.fr/fr/,https://www.medef-sarthe.fr/favicon.png,success,,52718.0
aamcoclaymontde.com,https://www.aamcoclaymontde.com/,https://www.aamcoclaymontde.com/images/IconAAMCOnew.ico,success,,44289.0
bosch-industry-consulting.com,https://www.bosch-industry-consulting.com/home/,https://www.bosch-industry-consulting.com/media/tech/tech_images/favicon.ico,success,,272377.0
bbraun.ca,https://www.bbraun.ca/en.html,https://www.bbraun.ca/etc.clientlibs/settings/wcm/designs/clientlibs/bbraun/bbraun.static/resources/img/favicon.ico,success,,64279.0
bakertilly.lv,https://www.bakertilly.lv/,https://www.bakertilly.lv/apple-touch-icon.png,success,,93501.0
flashbay.com.my,https://www.flashbay.com.my/,https://static.flashbay.com.my/templates/images/favicon.ico,success,,544759.0
murrelektronik.hu,https://www.murrelektronik.hu/hu/,https://www.murrelektronik.hu/fileadmin/images/apple-touch-icon.png,success,,82350.0
bakertilly.sg,https://www.bakertilly.sg/,https://www.bakertilly.sg/apple-touch-icon.png,success,,85837.0
pingusenglish.co.id,,,fail,,
atalian.pl,https://atalian.pl/,https://atalian.com/favicon.ico,success,,140084.0
linde.co.th,https://www.linde.co.th/shop/en/thai/home,https://static.prd.echannel.linde.com/wcsstore/TH_RSE_Industrial_Ntl_Store/images/logo/New_Linde_PLC_270x134.jpg,success,,540826.0
aamcoeastmesa.com,https://www.aamcoeastmesa.com/,https://www.aamcoeastmesa.com/images/IconAAMCOnew.ico,success,,45870.0
repsol.in.ua,http://repsol.in.ua/,http://repsol.in.ua/image/catalog/favicon.png,success,,16765.0
engie-africa.com,https://www.engie-africa.com/,https://www.engie-africa.com/wp-content/themes/engie-africa/images/favicons/favicon.png,success,,82261.0
veka.pt,https://www.veka.pt/,https://www.veka.pt/wp-content/themes/veka/images/favicon.png,success,,130877.0
stanbicbank.co.bw,https://www.stanbicbank.co.bw/botswana/personal,https://www.stanbicbank.co.bw/static_file/assets/favicons/favicon.ico,success,,258472.0
zalando.no,,,fail,,
spitexgossau.ch,https://www.spitexgossau.ch/,https://www.spitexgossau.ch/img/spitex2022/default/favicon.ico,success,,20303.0
toysrus.com.ph,https://www.toysrus.com.ph/,https://www.toysrus.com.ph/images/favicon.ico,success,,30718.0
spitex-region-stockhorn.ch,https://www.spitex-region-stockhorn.ch/,https://www.spitex-region-stockhorn.ch/img/spitex2014/default/favicon.ico,success,,22267.0
algeco.sk,https://www.algeco.sk/,https://www.algeco.sk/sites/all/themes/algeco/favicon.ico,success,,40412.0
aamcoparkvillemd.com,https://www.aamcoparkvillemd.com/,https://www.aamcoparkvillemd.com/images/IconAAMCOnew.ico,success,,43470.0
wuerth.com.hr,https://eshop.wuerth.com.hr/,https://eshop.wuerth.com.hr/static/version1742793870/frontend/wc/b2b_eshop/hr_HR/icons/favicon.ico,success,,96847.0
autosecuritas-ct-notre-dame-doe.fr,https://www.autosecuritas-ct-notre-dame-doe.fr/public/,https://www.autosecuritas-ct-notre-dame-doe.fr/public/img/showcase/favicons/apple-touch-icon.png,success,,63424.0
mazda-autohaus-lotspeich-muenchen.de,https://www.mazda-autohaus-lotspeich-muenchen.de/,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,success,,74738.0
actemium.com,https://www.actemium.com/,https://www.actemium.com/app/themes/actemium/resources/assets/images/favicons/apple-touch-icon.png,success,,966574.0
veoliawatertechnologies.fi,https://www.veoliawatertechnologies.fi/fi,https://www.veoliawatertechnologies.fi/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,192984.0
flashbay.co.nz,https://www.flashbay.co.nz/,https://static.flashbay.co.nz/templates/images/favicon.ico,success,,523691.0
ford.dn.ua,https://www.ford.dn.ua/,https://www.ford.dn.ua/v138/favicon.ico,success,,22500.0
mazda.ru,https://www.mazda.ru/,,exception,[WinError 2] The system cannot find the file specified: 'data/debug/html_debug\\www_mazda_ru.html',24295.0
aamcowestbroward.com,https://www.aamcowestbroward.com/,https://www.aamcowestbroward.com/images/IconAAMCOnew.ico,success,,46745.0
yonyou.com.hk,https://www.yonyou.com.hk/,https://www.yonyou.com.hk/wp-content/uploads/2019/09/cropped-用友ERP_1_画板-1-32x32.png,success,,772593.0
renaultcampeche.mx,,,fail,,
viacon.no,https://viacon.no/,https://viacon.no/wp-content/uploads/2023/03/cropped-cropped-icon-32x32.png,success,,157418.0
aamco-omahasouth.com,https://www.aamco-omahasouth.com/,https://www.aamco-omahasouth.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,success,,135308.0
veolia.bg,https://www.veolia.bg/bg,https://www.veolia.bg/themes/custom/veo_site/src/assets/icons/favicon.ico,success,,101498.0
adecco.co.th,https://adecco.co.th/,https://adecco.co.th/favicon.ico,success,,57453.0
nordicpharma.pt,https://www.nordicpharma.pt/,https://www.nordicpharma.pt/wp-content/uploads/sites/12/2022/08/cropped-favicon-1-32x32.png,success,,244697.0
aamcohialeahfl.com,https://www.aamcohialeahfl.com/,https://www.aamcohialeahfl.com/images/IconAAMCOnew.ico,success,,42401.0
